"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"348",0,40.33,7.54,1,11,8,8,1,1,14,0,2,0,2301,"b"
"349",0,36.75,5.125,2,10,4,5,1,0,0,1,2,0,4001,"b"
"350",1,31,2.085,2,8,4,0.085,0,0,0,0,2,300,1,"a"
"351",0,25.17,2.875,2,14,8,0.875,1,0,0,0,2,360,1,"b"
"352",1,27.42,12.5,2,6,5,0.25,0,0,0,1,2,720,1,"a"
"353",1,31.57,4,2,14,4,5,1,1,3,1,2,290,2280,"b"
"354",1,34.08,6.5,2,6,4,0.125,1,0,0,1,2,443,1,"a"
"355",1,22.08,2.335,2,4,4,0.75,0,0,0,0,2,180,1,"a"
"356",1,31.08,3.085,2,8,4,2.5,0,1,2,1,2,160,42,"a"
"357",1,31.57,0.5,2,8,5,0.835,1,0,0,1,1,320,1,"a"
"358",1,16,3.125,2,9,4,0.085,0,1,1,0,2,0,7,"a"
"359",1,27.25,1.665,2,13,8,5.085,1,1,9,0,2,399,828,"b"
"360",1,25.17,3,2,8,4,1.25,0,1,1,0,2,0,23,"a"
"361",1,67.75,5.5,2,10,9,13,1,1,1,1,2,0,1,"b"
"362",0,18.83,9.5,2,9,4,1.625,1,1,6,1,2,40,601,"b"
"363",0,27.25,0.29,2,7,8,0.125,0,1,1,1,2,272,109,"a"
"364",0,19.58,0.665,1,8,4,1,0,1,1,0,2,2000,3,"a"
"365",1,30.75,1.585,2,2,4,0.585,0,0,0,1,1,0,1,"a"
"366",0,50.25,0.835,2,6,4,0.5,0,0,0,1,2,240,118,"a"
"367",1,31.08,1.5,1,9,4,0.04,0,0,0,0,1,160,1,"a"
"368",1,51.58,15,2,8,4,8.5,1,1,9,0,2,0,1,"b"
"369",0,36.58,0.29,2,1,1,0,0,1,10,0,2,200,19,"a"
"370",1,33.58,2.75,2,7,4,4.25,1,1,6,0,2,204,1,"b"
"371",0,20.83,3,2,6,4,0.04,1,0,0,0,2,100,1,"b"
"372",1,36.17,18.125,2,9,4,0.085,0,0,0,0,2,320,3553,"a"
"373",1,50.75,0.585,2,1,1,0,0,0,0,0,2,145,1,"a"
"374",0,23.58,0.83,2,11,4,0.415,0,1,1,1,2,200,12,"a"
"375",1,35.17,4.5,2,14,8,5.75,0,0,0,1,1,711,1,"b"
"376",0,58.42,21,2,3,5,10,1,1,13,0,2,0,6701,"b"
"377",1,28.25,0.875,2,7,4,0.96,1,1,3,1,2,396,1,"b"
"378",1,31.57,0.625,2,4,4,0.25,0,0,0,0,2,380,2011,"a"
"379",0,31.75,3,1,5,3,0,0,0,0,0,2,160,21,"a"
"380",1,19.42,6.5,2,9,8,1.46,1,1,7,0,2,80,2955,"b"
"381",1,39.08,6,2,7,4,1.29,1,1,5,1,2,108,1098,"b"
"382",1,17.08,3.29,2,3,4,0.335,0,0,0,1,2,140,3,"a"
"383",1,44.83,7,1,8,4,1.625,0,0,0,0,2,160,3,"a"
"384",1,16.25,0,1,6,4,0.25,0,0,0,0,2,60,1,"a"
"385",0,41.17,6.5,2,11,4,0.5,1,1,3,1,2,145,1,"b"
"386",1,28.92,15,2,8,8,5.335,1,1,11,0,2,0,2284,"b"
"387",0,26.17,2,2,5,3,0,0,0,0,1,2,276,2,"a"
"388",1,38.58,3.335,2,9,4,4,1,1,14,0,2,383,1345,"b"
"389",1,25.17,6,2,8,4,1,1,1,3,0,2,0,1,"b"
"390",0,28.17,0.375,2,11,4,0.585,1,1,4,0,2,80,1,"b"
"391",1,73.42,17.75,2,1,1,0,1,0,0,1,2,0,1,"b"
"392",1,22.5,11.5,1,7,4,1.5,0,0,0,1,2,0,4001,"a"
"393",0,27.17,1.25,2,1,1,0,0,1,1,0,2,92,301,"a"
"394",0,19.17,8.585,2,13,8,0.75,1,1,7,0,2,96,1,"b"
"395",0,25.58,0,2,8,4,0,0,0,0,0,3,184,1,"b"
"396",1,31.57,0.04,1,2,4,4.25,0,0,0,1,2,460,1,"a"
"397",0,22.5,8.5,2,11,4,1.75,1,1,10,0,2,80,991,"a"
"398",0,22.92,1.25,2,11,4,0.25,0,0,0,1,2,120,810,"a"
"399",1,23.25,12.625,2,8,4,0.125,0,1,2,0,2,0,5553,"a"
"400",0,29.5,1.085,1,14,4,1,0,0,0,0,2,280,14,"a"
"401",0,32,6,2,2,4,1.25,0,0,0,0,2,272,1,"a"
"402",1,27,1.5,1,9,4,0.375,1,0,0,1,2,260,1066,"b"
"403",1,19.33,10.915,2,8,5,0.585,0,1,2,1,2,200,8,"a"
"404",1,35.75,2.415,2,9,4,0.125,0,1,2,0,2,220,2,"a"
"405",1,18.83,0,2,11,4,0.665,0,0,0,0,2,160,2,"a"
"406",0,28.75,3.75,2,8,4,1.085,1,1,1,1,2,371,1,"b"
"407",1,34.42,4.25,2,3,5,3.25,1,1,2,0,2,274,611,"b"
"408",0,33.25,3,1,6,4,2,0,0,0,0,2,180,1,"a"
"409",1,53.92,9.625,2,10,4,8.665,1,1,5,0,2,0,1,"b"
"410",1,25.25,1,2,6,4,0.5,0,0,0,0,2,200,1,"a"
"411",1,32.42,2.165,1,4,1,0,0,0,0,0,2,120,1,"a"
"412",0,21.08,5,1,1,1,0,0,0,0,0,2,0,1,"a"
"413",0,56.5,16,2,5,1,0,1,1,15,0,2,0,248,"b"
"414",1,32.25,0.165,1,8,8,3.25,1,1,1,1,2,432,8001,"b"
"415",0,20.5,11.835,2,8,8,6,1,0,0,0,2,340,1,"b"
"416",0,30.25,5.5,2,4,4,5.5,0,0,0,1,1,100,1,"a"
"417",0,24.58,0.67,2,6,8,1.75,1,0,0,0,2,400,1,"a"
"418",1,23.17,11.125,2,14,8,0.46,1,1,1,0,2,100,1,"b"
"419",0,31.57,11.25,2,1,1,0,0,0,0,0,2,184,5201,"a"
"420",0,32.33,0.54,2,13,4,0.04,1,0,0,0,2,440,11178,"b"
"421",1,23.92,1.5,2,2,8,1.875,1,1,6,0,2,200,328,"b"
"422",1,36.75,0.125,1,8,4,1.5,0,0,0,1,2,232,114,"b"
"423",1,29.83,1.25,1,4,4,0.25,0,0,0,0,2,224,1,"a"
"424",0,24.08,0.5,2,11,8,1.25,1,1,1,0,2,0,679,"b"
"425",1,21.17,0.25,1,8,8,0.25,0,0,0,0,2,280,205,"a"
"426",1,31.42,15.5,2,8,4,0.5,1,0,0,0,2,120,1,"a"
"427",1,22.83,3,2,7,4,1.29,1,1,1,0,2,260,801,"b"
"428",1,37.5,1.75,1,8,5,0.25,1,0,0,1,2,164,401,"a"
"429",0,24.83,4.5,2,9,4,1,0,0,0,1,2,360,7,"a"
"430",1,36.33,3.79,2,9,4,1.165,1,0,0,1,2,200,1,"a"
"431",0,47.25,0.75,2,11,8,2.75,1,1,1,0,2,333,893,"b"
"432",1,32.08,4,1,13,4,1.5,0,0,0,1,2,120,1,"a"
"433",0,30.58,10.665,2,11,8,0.085,0,1,12,1,2,129,4,"a"
"434",1,27.83,1.54,2,9,4,3.75,1,1,5,1,2,100,4,"b"
"435",1,54.83,15.5,2,10,9,0,1,1,20,0,2,152,131,"a"
"436",1,16.08,0.75,2,8,4,1.75,1,1,5,1,2,352,691,"b"
"437",1,24.58,12.5,2,9,4,0.875,1,0,0,1,2,260,1,"a"
"438",1,32.67,5.5,2,11,8,5.5,1,1,12,1,2,408,1001,"b"
"439",1,30.17,0.5,2,8,4,1.75,1,1,11,0,2,32,541,"b"
"440",1,22.25,0.46,2,4,4,0.125,0,0,0,1,2,280,56,"a"
"441",1,41.75,0.96,2,14,4,2.5,1,0,0,0,2,510,601,"b"
"442",1,36.67,2,2,3,4,0.25,0,0,0,1,2,221,1,"a"
"443",1,25.83,12.835,2,13,4,0.5,0,0,0,0,2,0,3,"a"
"444",1,29.92,1.835,2,8,8,4.335,1,0,0,0,2,260,201,"b"
"445",1,20.08,0.25,2,11,4,0.125,0,0,0,0,2,200,1,"a"
"446",1,19.67,0.375,2,11,4,2,1,1,2,1,2,80,1,"b"
"447",1,51.42,0.04,2,14,8,0.04,1,0,0,0,2,0,3001,"b"
"448",1,62.75,7,2,10,9,0,0,0,0,0,2,0,13,"a"
"449",1,40.58,3.29,2,7,4,3.5,0,0,0,1,1,400,1,"a"
"450",0,16.33,0.21,2,6,4,0.125,0,0,0,0,2,200,2,"a"
"451",1,29.5,0.58,2,9,4,0.29,0,1,1,0,2,340,2804,"a"
"452",1,34,4.5,2,6,4,1,1,0,0,1,2,240,1,"a"
"453",0,71.58,0,2,8,4,0,0,0,0,0,3,184,1,"b"
"454",1,42,0.205,2,3,8,5.125,1,0,0,0,2,400,1,"b"
"455",0,22.5,11,1,11,4,3,1,0,0,1,2,268,1,"a"
"456",1,24.42,2,2,10,2,0.165,0,1,2,0,2,320,1301,"a"
"457",1,44.33,0.5,2,3,8,5,1,0,0,1,2,320,1,"b"
"458",0,23,11.75,2,14,8,0.5,1,1,2,1,2,300,552,"b"
"459",1,34.42,1.335,2,3,5,0.125,0,0,0,1,2,440,4501,"a"
"460",1,23.08,11.5,2,3,4,3.5,1,1,9,0,2,56,743,"b"
"461",1,25.92,0.875,2,4,4,0.375,0,1,2,1,2,174,4,"a"
"462",0,17.58,9,2,6,4,1.375,1,0,0,1,2,0,1,"b"
"463",1,20.42,1.085,2,11,4,1.5,0,0,0,0,2,108,8,"a"
"464",1,31.67,16.165,2,2,4,3,1,1,9,0,2,250,731,"b"
"465",0,57.58,2,2,1,1,6.5,0,1,1,0,2,0,11,"a"
"466",1,59.67,1.54,2,11,4,0.125,1,0,0,1,2,260,1,"b"
"467",0,65.17,14,2,1,1,0,1,1,11,1,2,0,1401,"b"
"468",1,30.08,1.04,1,3,5,0.5,1,1,10,1,2,132,29,"a"
"469",1,48.58,6.5,2,11,8,6,1,0,0,1,2,350,1,"b"
"470",0,23.58,11.5,1,4,8,3,0,0,0,1,2,20,17,"a"
"471",1,20.17,9.25,2,8,4,1.665,1,1,3,1,2,40,29,"b"
"472",1,48.17,7.625,2,9,8,15.5,1,1,12,0,2,0,791,"b"
"473",1,23.25,1.5,2,11,4,2.375,1,1,3,1,2,0,583,"b"
"474",1,32.25,14,1,1,1,0,0,1,2,0,2,160,2,"a"
"475",1,33.58,0.335,1,13,4,0.085,0,0,0,0,2,180,1,"a"
"476",1,23.58,0.46,1,9,4,2.625,1,1,6,1,2,208,348,"a"
"477",1,16.92,0.335,1,4,4,0.29,0,0,0,0,1,200,1,"a"
"478",0,20.83,8.5,2,8,4,0.165,0,0,0,0,2,0,352,"a"
"479",0,60.58,16.5,2,11,4,11,1,0,0,1,2,21,10562,"b"
"480",1,31.57,5,1,6,4,8.5,1,0,0,0,2,0,1,"a"
"481",0,25,12.33,2,13,8,3.5,1,1,6,0,2,400,459,"b"
"482",1,21.5,9.75,2,8,4,0.25,1,0,0,0,2,140,1,"a"
"483",1,20.42,0,2,8,4,0,0,0,0,0,3,184,1,"a"
"484",0,25.25,13.5,1,1,1,2,0,1,1,1,2,200,2,"a"
"485",1,42.83,4.625,2,11,4,4.58,1,0,0,0,1,0,1,"b"
"486",1,26.67,1.75,1,8,4,1,1,1,5,1,2,160,5778,"b"
"487",1,57.83,7.04,2,7,4,14,1,1,6,1,2,360,1333,"b"
"488",1,55.92,11.5,2,1,1,5,1,1,5,0,2,0,8852,"b"
"489",1,51.33,10,2,3,5,0,1,1,11,0,2,0,1250,"b"
"490",1,39.83,0.5,2,7,4,0.25,1,0,0,0,1,288,1,"a"
"491",1,27.58,2.04,1,6,4,2,1,1,3,1,2,370,561,"b"
"492",1,30.17,6.5,2,13,4,3.125,1,1,8,0,2,330,1201,"b"
"493",1,51.83,2.04,1,1,1,1.5,0,0,0,0,2,120,2,"a"
"494",0,25,11,1,6,4,4.5,1,0,0,0,2,120,1,"a"
"495",1,29.67,0.75,1,8,4,0.04,0,0,0,0,2,240,1,"a"
"496",0,33.67,0.375,2,13,4,0.375,0,0,0,0,2,300,45,"b"
"497",1,25.75,0.75,2,8,5,0.25,1,0,0,0,2,349,24,"b"
"498",0,28.67,1.04,2,8,4,2.5,1,1,5,1,2,300,1431,"b"
"499",0,18.08,0.375,3,13,1,10,0,0,0,1,1,300,1,"b"
"500",1,20.42,7,2,8,4,1.625,1,1,3,0,2,200,1392,"b"
"501",1,17.5,22,3,1,7,0,0,0,0,1,3,450,100001,"b"
"502",1,18.08,6.75,1,7,4,0.04,0,0,0,0,2,140,1,"a"
"503",1,47.67,2.5,2,7,5,2.5,1,1,12,1,2,410,2511,"b"
"504",1,57.42,8.5,2,10,8,7,1,1,3,0,2,0,1,"b"
"505",1,13.75,4,1,9,4,1.75,1,1,2,1,2,120,1001,"b"
"506",1,19.33,9.5,2,11,4,1,1,0,0,1,2,60,401,"b"
"507",0,21.92,11.665,2,4,8,0.085,0,0,0,0,2,320,6,"a"
"508",1,17.58,10,2,9,8,0.165,0,1,1,0,2,120,2,"a"
"509",1,34.83,2.5,1,9,4,3,0,0,0,0,1,200,1,"a"
"510",1,29.17,3.5,2,9,4,3.5,1,1,3,1,2,329,1,"a"
"511",1,21.42,0.75,1,12,7,0.75,0,0,0,1,2,132,3,"a"
"512",1,18.17,10.25,2,8,8,1.085,0,0,0,0,2,320,14,"a"
"513",1,28,3,2,9,4,0.75,0,0,0,1,2,300,68,"a"
"514",0,45.83,10.5,2,11,4,5,1,1,7,1,2,0,1,"b"
"515",1,22.75,11.5,2,3,4,0.415,0,0,0,0,2,0,1,"a"
"516",0,31.57,3.5,2,2,4,3,1,0,0,1,2,300,1,"a"
"517",0,20.42,7.5,2,4,4,1.5,1,1,1,0,2,160,235,"b"
"518",0,21.25,2.335,2,3,5,0.5,1,1,4,0,1,80,1,"b"
"519",1,26.67,4.25,2,13,4,4.29,1,1,1,1,2,120,1,"b"
"520",0,27.33,1.665,2,1,1,0,0,0,0,0,2,340,2,"a"
"521",1,42.08,1.04,2,9,4,5,1,1,6,1,2,500,10001,"b"
"522",0,18.25,10,2,9,4,1,0,1,1,0,2,120,2,"a"
"523",0,28.5,1,2,11,4,1,1,1,2,1,2,167,501,"a"
"524",0,21.5,6,2,6,4,2.5,1,1,3,0,2,80,919,"b"
"525",1,21.83,11,2,14,4,0.29,1,1,6,0,2,121,1,"b"
"526",1,21.92,0.5,2,8,4,0.125,0,0,0,0,2,360,1,"a"
"527",1,32.67,9,1,9,8,5.25,1,0,0,1,2,154,1,"b"
"528",0,45.33,1,2,11,4,0.125,0,0,0,1,2,263,1,"a"
"529",0,23.58,0.585,1,1,1,0.125,0,0,0,0,2,120,88,"a"
"530",0,17.92,0.54,2,8,4,1.75,0,1,1,1,2,80,6,"a"
"531",1,33,2.5,1,9,4,7,0,0,0,1,2,280,1,"a"
"532",0,22.67,0.335,2,11,4,0.75,0,0,0,0,1,160,1,"a"
"533",1,34.67,1.08,2,7,4,1.165,0,0,0,0,1,28,1,"a"
"534",1,29.67,1.415,2,9,8,0.75,1,1,1,0,2,240,101,"b"
"535",1,31.83,2.5,2,6,4,7.5,1,0,0,1,2,523,1,"a"
"536",0,20.67,1.835,2,11,4,2.085,1,1,5,0,2,220,2504,"b"
"537",1,33.75,2.75,2,3,5,0,0,0,0,0,2,180,1,"a"
"538",1,22.08,0.83,2,8,8,2.165,0,0,0,1,2,128,1,"b"
"539",0,35.42,12,2,11,8,14,1,1,8,0,2,0,6591,"b"
"540",1,31.92,4.46,2,13,8,6.04,1,1,3,0,2,311,301,"b"
"541",0,22.67,0.79,2,3,4,0.085,0,0,0,0,2,144,1,"a"
"542",1,26.67,14.585,2,3,5,0,0,0,0,1,2,178,1,"a"
"543",1,44,2,2,7,4,1.75,1,1,2,1,2,0,16,"b"
"544",1,30.17,1.085,1,8,4,0.04,0,0,0,0,2,170,180,"a"
"545",1,37.75,7,2,11,8,11.5,1,1,7,1,2,300,6,"a"
"546",1,17.08,0.085,1,8,4,0.04,0,0,0,0,2,140,723,"a"
"547",1,49.17,2.29,2,1,1,0.29,0,0,0,0,2,200,4,"a"
"548",1,22.92,0.17,2,7,4,0.085,0,0,0,0,1,0,1,"a"
"549",0,34.83,1.25,1,3,8,0.5,0,0,0,1,2,160,1,"a"
"550",1,44.25,11,1,2,4,1.5,1,0,0,0,1,0,1,"a"
"551",1,59.5,2.75,2,9,4,1.75,1,1,5,1,2,60,59,"b"
"552",1,25.5,0.375,2,7,4,0.25,1,1,3,0,2,260,15109,"b"
"553",0,41.58,1.04,2,6,4,0.665,0,0,0,0,2,240,238,"a"
"554",1,49.58,19,2,1,1,0,1,1,1,0,2,94,1,"a"
"555",0,33.92,1.585,1,1,1,0,1,0,0,0,2,320,1,"a"
"556",1,19.17,4,1,3,4,1,0,0,0,1,2,360,1001,"a"
"557",0,24.5,2.415,1,8,4,0,0,0,0,0,2,120,1,"a"
"558",1,23.33,1.5,2,8,8,1.415,1,0,0,0,2,422,201,"b"
"559",1,69.17,9,2,1,1,4,0,1,1,0,2,70,7,"a"
"560",1,47.67,0.29,2,8,5,15,1,1,20,0,2,0,15001,"b"
"561",0,33.25,2.5,1,8,4,2.5,0,0,0,1,2,0,3,"a"
"562",1,43.25,3,2,11,8,6,1,1,11,0,2,80,1,"b"
"563",1,23,0.625,1,6,4,0.125,1,0,0,0,2,180,2,"a"
"564",1,34.75,2.5,2,13,5,0.5,0,0,0,0,2,348,1,"a"
"565",1,56.58,18.5,2,2,5,15,1,1,17,1,2,0,1,"b"
"566",0,44.17,6.665,2,11,4,7.375,1,1,3,1,2,0,1,"b"
"567",0,44.33,0,2,8,4,2.5,1,0,0,0,2,0,1,"b"
"568",1,34.25,1.75,2,9,5,0.25,1,0,0,1,2,163,1,"a"
"569",0,45,4.585,2,4,8,1,0,0,0,1,1,240,1,"a"
"570",1,30.58,2.71,1,7,4,0.125,0,0,0,1,1,80,1,"a"
"571",1,27.67,0.75,2,11,8,0.165,0,0,0,1,2,220,252,"a"
"572",1,19.42,7.25,2,7,4,0.04,0,1,1,0,2,100,2,"a"
"573",0,41.33,1,2,3,5,2.25,1,0,0,1,2,0,301,"b"
"574",0,23.5,1.5,2,9,4,0.875,0,0,0,1,2,160,1,"a"
"575",1,31.67,0.83,2,14,4,1.335,1,1,8,1,2,303,3291,"b"
"576",0,17.83,11,2,14,8,1,1,1,11,0,2,0,3001,"b"
"577",0,33.17,2.25,1,13,4,3.5,0,0,0,1,2,200,142,"a"
"578",0,52.5,7,2,6,8,3,0,0,0,0,2,0,1,"a"
"579",0,25.42,1.125,2,11,4,1.29,1,1,2,0,2,200,1,"a"
"580",1,40.58,1.5,2,3,5,0,0,0,0,0,1,300,1,"a"
"581",1,23.92,0.585,1,13,8,0.125,0,0,0,0,2,240,2,"a"
"582",1,56,12.5,2,4,8,8,1,0,0,1,2,24,2029,"b"
"583",0,28.5,3.04,1,14,8,2.54,1,1,1,0,2,70,1,"b"
"584",1,32.08,4,2,7,4,2.5,1,0,0,1,2,360,1,"b"
"585",1,21.17,0.875,1,8,8,0.25,0,0,0,0,2,280,205,"a"
"586",1,34.17,9.17,2,8,4,4.5,1,1,12,1,2,0,222,"b"
"587",1,43.25,25.21,2,11,8,0.21,1,1,1,0,2,760,91,"a"
"588",0,38.25,6,2,4,4,1,1,0,0,1,2,0,1,"b"
"589",1,37.42,2.04,2,9,4,0.04,1,0,0,1,2,400,5801,"b"
"590",1,29.83,2.04,1,14,8,0.04,0,0,0,0,2,128,2,"a"
"591",1,37.33,2.665,2,13,4,0.165,0,0,0,1,2,0,502,"a"
"592",1,31.33,19.5,2,8,4,7,1,1,16,0,2,0,5001,"b"
"593",1,36.08,2.54,2,1,1,0,0,0,0,0,2,0,1001,"a"
"594",1,20.5,2.415,2,8,4,2,1,1,11,1,2,200,3001,"b"
"595",1,47.17,5.835,2,9,4,5.5,0,0,0,0,2,465,151,"a"
"596",1,22,7.835,1,3,5,0.165,0,0,0,1,2,184,1,"a"
"597",1,20.5,10,1,8,4,2.5,1,0,0,0,1,40,1,"b"
"598",1,34.92,2.5,2,9,4,0,1,0,0,1,2,239,201,"b"
"599",1,24.08,0.875,2,7,4,0.085,0,1,4,0,2,254,1951,"a"
"600",1,37.33,6.5,2,7,8,4.25,1,1,12,1,2,93,1,"b"
"601",0,20.75,9.54,2,3,4,0.04,0,0,0,0,2,200,1001,"a"
"602",1,36.67,3.25,2,11,8,9,1,0,0,1,2,102,640,"b"
"603",1,22.58,10.04,2,14,4,0.04,1,1,9,0,2,60,397,"b"
"604",0,26.92,13.5,2,11,8,5,1,1,2,0,2,0,5001,"b"
"605",0,46.67,0.46,2,13,8,0.415,1,1,11,1,2,440,7,"b"
"606",0,52.17,0,1,1,1,0,0,0,0,0,2,0,1,"a"
"607",1,39.17,2.5,1,3,8,10,0,0,0,1,1,200,1,"a"
"608",1,39.17,1.625,2,8,4,1.5,1,1,10,0,2,186,4701,"b"
"609",0,27.67,2.04,2,9,4,0.25,0,0,0,1,2,180,51,"a"
"610",1,19.17,9.5,2,9,4,1.5,1,0,0,0,2,120,2207,"b"
"611",1,39.5,4.25,2,8,5,6.5,1,1,16,0,2,117,1211,"b"
"612",1,36.42,0.75,1,2,4,0.585,0,0,0,0,2,240,4,"a"
"613",1,26.17,0.25,2,3,5,0,1,0,0,1,2,0,1,"b"
"614",1,39.42,1.71,1,7,4,0.165,0,0,0,0,1,400,1,"a"
"615",1,41.92,0.42,2,8,8,0.21,1,1,6,0,2,220,949,"b"
"616",1,21.33,7.5,2,6,4,1.415,1,1,1,0,2,80,9801,"b"
"617",0,20.08,1.25,2,8,4,0,0,0,0,0,2,0,1,"a"
"618",0,27.58,3,2,7,4,2.79,0,1,1,1,2,280,11,"a"
"619",1,21.58,0.79,1,13,4,0.665,0,0,0,0,2,160,1,"a"
"620",1,28.25,5.125,2,14,4,4.75,1,1,2,0,2,420,8,"b"
"621",1,26.92,2.25,2,3,5,0.5,0,0,0,1,2,640,4001,"a"
"622",0,18.42,9.25,2,11,4,1.21,1,1,4,0,2,60,541,"b"
"623",0,23.25,5.875,2,11,4,3.17,1,1,10,0,2,120,246,"b"
"624",1,23.58,1.79,2,8,4,0.54,0,0,0,1,2,136,2,"a"
"625",1,28.33,5,2,9,4,11,1,0,0,1,2,70,1,"b"
"626",1,25.67,2.21,1,6,4,4,1,0,0,0,2,188,1,"a"
"627",0,28.58,1.665,2,11,4,2.415,1,0,0,1,2,440,1,"a"
"628",1,22.92,3.165,1,8,4,0.165,0,0,0,0,2,160,1059,"a"
"629",0,24.5,1.04,1,1,1,0.5,1,1,3,0,2,180,148,"a"
"630",1,24.75,0.54,2,7,4,1,0,0,0,1,2,120,2,"a"
"631",1,32,1.75,1,10,8,0.04,1,0,0,1,2,393,1,"b"
"632",1,48.08,3.75,2,3,5,1,0,0,0,0,2,100,3,"a"
"633",0,28.42,3.5,2,9,4,0.835,1,0,0,0,1,280,1,"b"
"634",1,25.42,0.54,2,9,4,0.165,0,1,1,0,2,272,445,"a"
"635",1,18.58,10.29,2,1,1,0.415,0,0,0,0,2,80,1,"a"
"636",1,21.67,1.165,1,4,4,2.5,1,1,1,0,2,180,21,"a"
"637",1,24.58,1.25,2,8,4,0.25,0,0,0,0,2,110,1,"a"
"638",1,16.33,4.085,2,3,8,0.415,0,0,0,1,2,120,1,"a"
"639",1,26.75,2,2,2,4,0.75,0,0,0,1,2,80,1,"a"
"640",1,48.17,3.5,2,6,4,3.5,1,0,0,0,1,230,1,"b"
"641",1,23.5,2.75,2,1,1,4.5,0,0,0,0,2,160,26,"a"
"642",0,41,2.04,1,11,8,0.125,1,1,23,1,2,455,1237,"b"
"643",1,35.17,25.125,2,14,8,1.625,1,1,1,1,2,515,501,"b"
"644",1,23.75,12,2,8,4,2.085,0,0,0,0,1,80,1,"a"
"645",1,18.67,5,2,11,4,0.375,1,1,2,0,2,0,39,"a"
"646",1,30.33,0.5,2,2,8,0.085,0,0,0,1,1,252,1,"a"
"647",0,19.75,0.75,2,8,4,0.795,1,1,5,1,2,140,6,"a"
"648",1,26.17,0.835,2,13,4,1.165,0,0,0,0,2,100,1,"a"
"649",1,28.75,1.5,1,8,4,1.5,1,0,0,1,2,0,226,"a"
"650",1,28.67,9.335,2,11,8,5.665,1,1,6,0,2,381,169,"b"
"651",1,26,1,2,11,4,1.75,1,0,0,1,2,280,1,"b"
"652",1,23.5,3.165,1,4,4,0.415,0,1,1,1,2,280,81,"a"
"653",1,26.33,13,2,10,2,0,0,0,0,1,2,140,1111,"a"
"654",1,54.33,6.75,2,8,8,2.625,1,1,11,1,2,0,285,"b"
"655",1,31.57,0.375,2,2,4,0.875,1,0,0,1,1,928,1,"a"
"656",0,25.25,12.5,2,2,4,1,0,0,0,1,2,180,1063,"a"
"657",1,33.17,3.165,1,14,4,3.165,1,1,3,1,2,380,1,"b"
"658",1,39.5,1.625,2,8,4,1.5,0,0,0,0,2,0,317,"a"
"659",0,17.67,0,1,5,1,0,0,0,0,0,2,86,1,"a"
"660",1,23.92,0.665,2,8,4,0.165,0,0,0,0,2,100,1,"b"
"661",1,26.67,2.71,1,13,4,5.25,1,1,1,0,2,211,1,"b"
"662",0,22.5,0.415,2,3,4,0.335,0,0,0,1,1,144,1,"a"
"663",1,39.92,0.54,1,6,4,0.5,1,1,3,0,2,200,1001,"b"
"664",0,26.08,8.665,2,6,4,1.415,1,0,0,0,2,160,151,"b"
"665",1,20,0,2,2,4,0.5,0,0,0,0,2,144,1,"a"
"666",1,31.57,4,1,3,4,0.085,0,0,0,1,2,411,1,"a"
"667",1,26.75,4.5,1,8,5,2.5,0,0,0,0,2,200,1211,"a"
"668",0,24.92,1.25,2,1,1,0,1,0,0,0,2,80,1,"a"
"669",0,32.25,1.5,2,8,4,0.25,0,0,0,1,2,372,123,"a"
"670",1,17.67,4.46,2,8,4,0.25,0,0,0,0,1,80,1,"a"
"671",0,37.75,5.5,2,11,4,0.125,1,0,0,1,2,228,1,"b"
"672",1,22.67,2.54,1,8,8,2.585,1,0,0,0,2,0,1,"b"
"673",0,17.92,10.21,2,1,1,0,0,0,0,0,2,0,51,"a"
"674",1,24.42,12.335,2,11,8,1.585,1,0,0,1,2,120,1,"b"
"675",0,25.75,0.5,2,8,8,0.875,1,0,0,1,2,491,1,"b"
"676",1,26.17,12.5,1,4,8,1.25,0,0,0,1,2,0,18,"a"
"677",0,22.75,6.165,2,6,4,0.165,0,0,0,0,2,220,1001,"a"
"678",1,23,0.75,2,7,4,0.5,1,0,0,1,1,320,1,"a"
"679",1,25.67,0.29,1,8,4,1.5,0,0,0,1,2,160,1,"a"
"680",1,48.58,0.205,1,4,4,0.25,1,1,11,0,2,380,2733,"b"
"681",1,21.17,0,2,8,4,0.5,0,0,0,1,1,0,1,"a"
"682",1,35.25,16.5,1,8,4,4,1,0,0,0,2,80,1,"a"
"683",0,22.92,11.585,2,13,4,0.04,1,0,0,0,2,80,1350,"b"
"684",0,48.17,1.335,2,3,7,0.335,0,0,0,0,2,0,121,"a"
"685",1,43,0.29,1,13,8,1.75,1,1,8,0,2,100,376,"b"
"686",1,31.57,10.5,2,14,4,6.5,1,0,0,0,2,0,1,"b"
"687",1,20.67,0.415,2,8,4,0.125,0,0,0,0,2,0,45,"a"
"688",0,18.83,9.54,2,6,4,0.085,1,0,0,0,2,100,1,"b"
"689",0,27.42,14.5,2,14,8,3.085,1,1,1,0,2,120,12,"b"
"690",1,41,0.04,2,10,4,0.04,0,1,1,0,1,560,1,"b"
